,hour,minute,second,azimuth,elevation,power
2016-11-23 16:13:11,0.8421052631578947,0.22033898305084745,0.1864406779661017,0.5,0.3333333333333333,
2016-11-23 16:13:16,0.8421052631578947,0.22033898305084745,0.2711864406779661,0.5,0.5,
2016-11-23 16:13:21,0.8421052631578947,0.22033898305084745,0.3559322033898305,0.5,0.6666666666666666,
2016-11-23 16:13:26,0.8421052631578947,0.22033898305084745,0.4406779661016949,0.5,0.8333333333333334,
2016-11-23 16:13:31,0.8421052631578947,0.22033898305084745,0.5254237288135594,0.5,1.0,
2016-11-23 16:13:36,0.8421052631578947,0.22033898305084745,0.6101694915254238,0.6,0.0,
2016-11-23 16:13:41,0.8421052631578947,0.22033898305084745,0.6949152542372882,0.6,0.16666666666666666,
2016-11-23 16:13:46,0.8421052631578947,0.22033898305084745,0.7796610169491526,0.6,0.3333333333333333,
2016-11-23 16:13:51,0.8421052631578947,0.22033898305084745,0.864406779661017,0.6,0.5,
2016-11-23 16:13:56,0.8421052631578947,0.22033898305084745,0.9491525423728814,0.6,0.6666666666666666,
2016-11-23 16:14:01,0.8421052631578947,0.23728813559322035,0.01694915254237288,0.6,0.8333333333333334,
2016-11-23 16:14:06,0.8421052631578947,0.23728813559322035,0.1016949152542373,0.6,1.0,
2016-11-23 16:14:11,0.8421052631578947,0.23728813559322035,0.1864406779661017,0.7,0.0,
2016-11-23 16:14:16,0.8421052631578947,0.23728813559322035,0.2711864406779661,0.7,0.16666666666666666,
2016-11-23 16:14:21,0.8421052631578947,0.23728813559322035,0.3559322033898305,0.7,0.3333333333333333,
2016-11-23 16:14:26,0.8421052631578947,0.23728813559322035,0.4406779661016949,0.7,0.5,
2016-11-23 16:14:31,0.8421052631578947,0.23728813559322035,0.5254237288135594,0.7,0.6666666666666666,
2016-11-23 16:14:36,0.8421052631578947,0.23728813559322035,0.6101694915254238,0.7,0.8333333333333334,
2016-11-23 16:14:41,0.8421052631578947,0.23728813559322035,0.6949152542372882,0.7,1.0,
2016-11-23 16:14:46,0.8421052631578947,0.23728813559322035,0.7796610169491526,0.8,0.0,
2016-11-23 16:14:51,0.8421052631578947,0.23728813559322035,0.864406779661017,0.8,0.16666666666666666,
2016-11-23 16:14:56,0.8421052631578947,0.23728813559322035,0.9491525423728814,0.8,0.3333333333333333,
2016-11-23 16:15:01,0.8421052631578947,0.2542372881355932,0.01694915254237288,0.8,0.5,
